"NERR.Site.ID","Station.Code","Station.Name","Latitude","Longitude","Status","State","Reserve.Name","GMT.Offset"
"wel","wellmwq","Little River Mouth",43.34015,70.5406,"Active","me","Wells",-5
"wel","welmlnut","Mile Road",43.305,70.5764,"Inactive","me","Wells",-5
"wel","welmlwq","Mile Road",43.305,70.5764,"Inactive","me","Wells",-5
"wel","welsmwq","Skinner Mill",43.34471,70.54922,"Active","me","Wells",-5
"wel","welupwq","Drake Island Upstream",43.3306,70.5572,"Inactive","me","Wells",-5
"wkb","wkbfrnut","Fish River",30.4162,87.8228,"Active","al","Weeks Bay",-6
"wkb","wkbfrwq","Fish River",30.4162,87.8228,"Active","al","Weeks Bay",-6
"wkb","wkbmbnut","Middle Bay",30.3961,87.8335,"Active","al","Weeks Bay",-6
"wkb","wkbmbwq","Middle Bay",30.3961,87.8335,"Active","al","Weeks Bay",-6
"wkb","wkbmrnut","Magnolia River",30.39,87.8177,"Active","al","Weeks Bay",-6
"wkb","wkbmrwq","Magnolia River",30.39,87.8177,"Active","al","Weeks Bay",-6
"wkb","wkbwbmet","Weeks Bay",30.4148,87.826,"Inactive","al","Weeks Bay",-6
"wkb","wkbwbnut","Weeks Bay",30.3808,87.832,"Active","al","Weeks Bay",-6
"wkb","wkbwbwq","Weeks Bay",30.3808,87.832,"Active","al","Weeks Bay",-6
"wkb","wkbwsnut","Weather Station",30.41481,87.826,"Inactive","al","Weeks Bay",-6
"wkb","wkbshmet","Safe Harbor Met Station",30.4212,87.8285,"Active","al","Weeks Bay",-6
"wqb","wqbcbwq","Central Basin",41.5655,70.5211,"Inactive","ma","Waquoit Bay",-5
"wqb","wqbchmet","Carriage House",41.5817,70.5251,"Active","ma","Waquoit Bay",-5
"wqb","wqbcrnut","Childs River",41.5798,70.5309,"Active","ma","Waquoit Bay",-5
"wqb","wqbcrwq","Childs River",41.5798,70.5309,"Active","ma","Waquoit Bay",-5
"wqb","wqbctwq","Adjacent to Central Basin",41.5655,70.5211,"Inactive","ma","Waquoit Bay",-5
"wqb","wqbmhnut","Menauhant",41.5526,70.5485,"Active","ma","Waquoit Bay",-5
"wqb","wqbmhwq","Menauhant",41.5526,70.5485,"Active","ma","Waquoit Bay",-5
"wqb","wqbmpnut","Metoxit Point",41.5689,70.5216,"Active","ma","Waquoit Bay",-5
"wqb","wqbmpwq","Metoxit Point",41.5689,70.5216,"Active","ma","Waquoit Bay",-5
"wqb","wqbnbwq","North Basin",41.5788,70.5237,"Inactive","ma","Waquoit Bay",-5
"wqb","wqbnswq","North Basin Surface",41.5788,70.5237,"Inactive","ma","Waquoit Bay",-5
"wqb","wqbslnut","Sage Lot",41.5542,70.5102,"Active","ma","Waquoit Bay",-5
"wqb","wqbslwq","Sage Lot",41.5542,70.5102,"Active","ma","Waquoit Bay",-5
